0.010773462,0.000950767
0.012282459,0.000931488
0.015704682,0.000930832
0.018806499,0.000930351
0.024847592,0.000929608
0.0317708,0.000928953
0.039962784,0.0009472
0.049450087,0.000965851
0.06427279,0.001025143
0.086321654,0.001087973
0.110373189,0.001251547
0.125832736,0.001691564
0.134356494,0.00228671
0.138832509,0.002740141
0.158278243,0.002909448
0.180447665,0.003151968
0.223286565,0.003025863
0.267387688,0.003085734
0.314995221,0.002962696
0.343016579,0.00295784
0.380502729,0.003170726
0.422085508,0.003089074
0.468212609,0.003153816
0.520547925,0.00319491
0.573701229,0.003131241
0.635308868,0.003010614
0.69866155,0.002768225
0.767298737,0.002739602
0.815366971,0.002702395
0.870312851,0.002875621
0.952929537,0.00310955
1.034872894,0.00361594
1.136827004,0.003825836
1.214961831,0.003344587
1.34604422,0.003035404
1.394853272,0.002441552
1.533269803,0.002105905
1.565221954,0.00199316
1.723025006,0.002649562
1.687851493,0.002313426
1.851976893,0.004399738
1.89429073,0.005666105
1.872306293,0.003674751
2.078699995,0.0059002
2.096594052,0.005225642
2.133408187,0.004476739
2.112830367,0.003972534
2.260854694,0.00294447
2.405006526,0.003248227
2.610173738,0.005493424
